"Agrip";"The of this project aim is to provide access to the mainstream gaming community not by producing specialist ""accessible games"" but by making mainstream games - and their associated extension and development tools - accessible. Downloads include an accessible version of Quake, the popular PC game.";"<h2 class=""Heading"">From the Authors:</h2><p><br />Over the past two years, AGRIP has developed an accessible version of Quake and <a href=""QuakeWorld"">QuakeWorld</a> which allows both single and multi-player games, including the collection of online player statistics. In the future we will add immersive 3D audio and level editing facilities - in addition to the gameplay modifications that are currently possible. At each milestone in the project, we make public releases of our software. </p><p>This page explains the history of the project and the technology involved in more detail. </p><p><strong>Contents:</strong> </p><ol start=""1""><li><a href=""portal_factory#head-a109afc74ec61374e55528b64d6c44ed4cde9829"">About the AGRIP Project</a> </li><li><a href=""portal_factory#head-cc42005755cbb0352a9cb9296a18505325e861d4"">About our Games</a> </li><li><a href=""portal_factory#head-203a06f9c01fc67c10338007e44e4149dc980caf"">The Technology we Use</a> </li></ol><p></p><h2 id=""head-a109afc74ec61374e55528b64d6c44ed4cde9829"">About the AGRIP Project</h2><p>Accessible Gaming Rendering Independence Possible (you can see why we shorten it to ""AGRIP""!) was started in May 2003 with the goal of making a mainstream first-person shooter game for the sighted accessible. It was founded by <a href=""MatthewAtkinson"">MatthewAtkinson</a> and <a href=""SabahattinGucukoglu"">SabahattinGucukoglu</a>. This section provides all sorts of information about the project. It is split into the following sections: </p><ul><li><p><a href=""ProjectInfoSection/ProjectRationale"">/ProjectRationale</a> - all about what we're doing and why we're doing it. </p></li><li><p><a href=""ProjectInfoSection/TheRoadmap"">/TheRoadmap</a> - our plans for development - posted here so you can contact us with suggestions on how to improve them. </p></li><li><p><a href=""ProjectInfoSection/TheLogo"">/TheLogo</a> - description and explanation of the logo, plus an audio version of it. </p></li><li><p><a href=""ProjectInfoSection/OnlineShop"">/OnlineShop</a> - information on how to show your support for the project, by wearing an AGRIP T-Shirt. </p></li></ul><p>If you've got any suggestions for further topics that could be added to this page (or others), feel free to either add them in yourself or <a href=""ContactUs"">ContactUs</a> with your suggestions. </p><h2 id=""head-cc42005755cbb0352a9cb9296a18505325e861d4"">About our Games</h2><p>For more information about the software on offer here, you can visit the start pages for each game: </p><ul><li><p><a href=""AccessibleQuake"">AccessibleQuake</a> - the original mainstream game made accessible </p></li><li><p><a href=""AudioQuake"">AudioQuake</a> - the next generation Internet <a href=""AudioGame"">AudioGame</a> </p></li></ul><p></p><h2 id=""head-203a06f9c01fc67c10338007e44e4149dc980caf"">The Technology we Use</h2><p>The world of game technology is a very interesting one. Here are links to some pages on the Wiki that you can use to start exploring and learning about the various bits and pieces fit together: </p><ul><li><p><a href=""GameStructure"">GameStructure</a> </p></li><li><p><a href=""GameEngine"">GameEngine</a> </p></li><li><p><a href=""GameCode"">GameCode</a> </p></li><li><p><a href=""QuakeC"">QuakeC</a> </p></li><li><p><a href=""AudioGame"">AudioGame</a> </p></li><li><p><a href=""ImplicitAccessibility"">ImplicitAccessibility</a> </p></li></ul><p><br /></p>";"help-http://www.agrip.org.uk/DevelopmentSection,contact_address-mailto:developer@agrip.org.uk,project_home_page-http://www.agrip.org.uk/FrontPage,report_a_problem-http://www.agrip.org.uk/ContactUs,support-http://www.agrip.org.uk/CommunityResources/MailingLists";Computer Automation,General Tools,Alternative Access,General Tools;http://www.agrip.org.uk/DownloadPage
"Amaya";"Amaya is a complete Open Source accessible web browsing and authoring environment from WC3";"<p><br /></p><h2>W3C's Editor/Browser</h2><p>Amaya is a Web editor, i.e. a tool used to create and update documents directly on the Web. Browsing features are seamlessly integrated with the editing and remote access features in a uniform environment. This follows the original vision of the Web as a space for collaboration and not just a one-way publishing medium.</p><p>Work on Amaya started at W3C in 1996 to showcase Web technologies in a fully-featured Web client. The main motivation for developing Amaya was to provide a framework that can integrate as many W3C technologies as possible. It is used to demonstrate these technologies in action while taking advantage of their combination in a single, consistent environment.</p><p>Amaya started as an HTML + CSS style sheets editor. Since that time it was extended to support XML and an increasing number of XML applications such as the XHTML family, MathML, and SVG. It allows all those vocabularies to be edited simultaneously in compound documents.</p><p>Amaya includes a collaborative annotation application based on Resource Description Framework (<a href=""RDF/"">RDF</a>), XLink, and XPointer. Visit the <a href=""2001/Annotea/"">Annotea project</a> home page.</p><h2>Amaya - Open Source</h2><p>Amaya is an <a href=""/web/20100919093150/http://www.opensource.org/"">open source</a> software project hosted by W3C. You are invited to <a href=""Actors.html#contribute"">contribute</a> in many forms (documentation, translation, writing code, fixing bugs, porting to other platforms...).</p><p>The Amaya software is written in C and is available for Windows, Unix platforms and MacOS X.</p><h2>Amaya Team</h2><p>The application is jointly developed by W3C and the <a href=""/web/20100919093150/http://wam.inrialpes.fr/"">WAM</a> (Web, Adaptation and Multimedia) project at <a href=""/web/20100919093150/http://www.inria.fr/"">INRIA</a>. The core team includes: Irène Vatton (Project lead, INRIA), Laurent Carcone (W3C), Vincent Quint (INRIA).</p>";"help-http://www.w3.org/Amaya/User/Overview.html,project_home_page-http://www.w3.org/Amaya/Overview.html,report_a_problem-http://www.w3.org/Amaya/User/Bugs.html,support-http://www.w3.org/Amaya/User/Mailing.html";General Tools,Accessing the Web,General Tools;http://www.w3.org/Amaya/User/BinDist.html
"AMIS";"AMIS is a software program that you can use to read DAISY books.  AMIS is a multilingual player for reading books complying with DAISY standards.";;"help-http://sourceforge.net/projects/amis,contact_address-mailto:marisademeglio@users.sourceforge.net,project_home_page-http://amis.sourceforge.net/,report_a_problem-http://sourceforge.net/tracker/?atid=581587&amp;group_id=86978&amp;func=browse,support-http://sourceforge.net/forum/?group_id=86978";Text to Speech,Alternative Access,Learning and Education;http://prdownloads.sourceforge.net/amis/SetupAMIS.exe?download
"Another Lens";"Another Lens displays a magnified view of the area of the mouse cursor. Quite handy, for example, for drawing software.";;"help-http://www.oatsoft.org/Software/another-lens/help,project_home_page-http://www.b-zone.de/software/lens.htm";Other function,Other need;http://www.b-zone.de/zips/lens.zip
"ARASAAC Pictograms";"A free (CC-BY-NC-SA) resource of around 5000 colour and black &amp; white pictographic symbols from Catedu and the Aragonese Portal of Augmentative and Alternative Communication in Spain.";"<h2>From the authors:</h2><p>The ARASAAC portal offers graphic resources and materials to facilitate  communication for those with some sort of problem in this area. <br /></p><h2>OATSoft comment:<br /></h2><p>This is an increasingly popular and widely used AAC resource, and the symbol file libraries are available with the file names translated into a growing number of languages. The file format provided is 500 pixels high PNG. Though the number of files is quite large, there is a fair amount of redundancy due to numerous duplication of symbols labelled with different names.<br /></p>";"project_home_page-http://www.catedu.es/arasaac/index.php";Symbol Library,Alternative and Augmentative Communication,Educational and Learning,Communication,Symbols,Learning and Education;http://www.catedu.es/arasaac/descargas.php
"at-spi";"at-spi (assistive technology service provider interface) is the primary assistive technology infrastructure for the Solaris and Linux operating environments.";"<p> Applications and toolkits supporting the AT-SPI include the GNOME GTK+ toolkit, the Java platform's Swing toolkit, OpenOffice, and Mozilla.</p><p>A second download is at:</p><p></p><p><a href=""/web/20081205083430/http://ftp.gnome.org/pub/GNOME/sources/at-spi/1.21/at-spi-1.21.5.tar.bz2"">http://ftp.gnome.org/pub/GNOME/sources/at-spi/1.21/at-spi-1.21.5.tar.bz2</a><br /><br /></p>";"contact_address-mailto:Li.Yuan@Sun.COM,project_home_page-http://developer.gnome.org/projects/gap/";General Tools,General Tools;http://ftp.gnome.org/pub/GNOME/sources/at-spi/1.21/at-spi-1.21.5.tar.gz
"atk";"The interface definitions of accessibility infrastructure.  (GNOME)";"<p>Second download at</p><p><a href=""/web/20081205065700/http://ftp.gnome.org/pub/GNOME/sources/atk/1.21/atk-1.21.5.tar.gz"">http://ftp.gnome.org/pub/GNOME/sources/atk/1.21/atk-1.21.5.tar.gz</a><br /></p>";"help-http://developer.gnome.org/projects/gap/guide/gad/index.html,contact_address-mailto:Li.Yuan@Sun.COM,project_home_page-http://developer.gnome.org/projects/gap/guide/gad/index.html";General Tools,General Tools;http://ftp.gnome.org/pub/GNOME/sources/atk/1.21/atk-1.21.5.tar.bz2
"Atutor";"ATutor is an Open Source Web-based Learning Content Management System (LCMS) designed with accessibility and adaptability in mind.";"<h2 class=""Heading"">ATutor Features</h2><ul><li><strong>Accessibility</strong>: ATutor was designed with accessibility as a priority. A wide range of features ensure assistive technology users can participate fully in learner, instructor, and administrative activities. </li><li><strong>My Courses</strong> : Instructors and students can manage the ATutor courses they teach and/or are enrolled in. </li><li><strong>Adaptive Navigation</strong>: Learners can move through ATutor content using global, hierarchical, or sequential navigation tools. Navigation elements can be displayed as text, icons, or both text and icons, and they can be hidden to simplify the environment. </li><li><strong>Work Groups</strong>: When the ACollab add-on is installed on an ATutor system, learners can collaborate with others on course projects, communicate as a group with the forums and chat, share resources using their group library, schedule activities with the events calendar, and work together on project documents through the drafting room. Exercises or assignments can submitted to the group leader, or course instructor. </li><li><strong>Feedback</strong>: Following an action (such as saving preference settings, or posting a message), feedback is given on the status of the operation. This could be a success message, warnings to consider, or errors to fix. </li><li><strong>Preference Settings</strong>: Learners can control ATutor features and the theme ATutor is presented in. </li><li><strong>Communication Tools</strong>: Learners can communicate with others using ATutor's private mail, the discussion forums, the chat rooms, or the ""User's Online"" tool. Threads and messages can be sorted in a variety of ways. Students can communicate with those in other courses through shared forum, or a community forum. Subscribe to forums or topic threads to have forum messages sent by email. </li><li><strong>Content Package Viewer</strong>: Learners can export content from ATutor as Content Packages that can be viewed offline in the accompanying viewer. </li><li><strong>Content Tracker</strong>: Learners can keep track of the content pages they have visited. </li><li><strong>Test Manager</strong>: Learners can take tests, review test results, and keep track of their scores. </li><li><strong>Glossary</strong>: Words and phrases added to the glossary by the instructor, can be accessed from terms embedded within content pages, or viewed alphabetically in their entirety using the Glossary tool. </li><li><strong>Links Database</strong>: Each course has a tool for collecting links to course related Web-based information. Both students and instructors can add links. Instructors can also manage them. </li><li><strong>Course Search</strong>: A search engine allows learners to search course content. Search for courses in the course catalogue. </li><li><strong>TILE Repository Search</strong>: Learners can <a href=""/web/20131007203459/http://tile.atutor.ca/tile/servlet/advsearch/"">search the TILE learning objects repository</a> for content related to the topics they are studying, and download content packages for viewing offline. </li>Instructors<br /></ul>";"help-http://sourceforge.net/docman/?group_id=21294,contact_address-mailto:greggy@users.sourceforge.net,project_home_page-http://www.atutor.ca/index.php,support-http://www.atutor.ca/forums/index.php";Educational and Learning,Learning and Education;http://www.atutor.ca/atutor/download.php
"Audio Enriched Links";"Audio Enriched Links provide previews of linked web pages to users with visual impairments.";;"help-http://www.oatsoft.org/Software/audio-enriched-links-1/help,contact_address-mailto:parente@cs.unc.edu,project_home_page-http://www.cs.unc.edu/~parente/ael/index.shtml,report_a_problem-http://sourceforge.net/tracker/?atid=511317&amp;group_id=65529&amp;func=browse";Other function,Viewing the screen;http://prdownloads.sourceforge.net/uncassist/AEL-1.42a.exe?use_mirror=internap
"AutoHotKey";"An open source macro style program that can re-map the mouse, keyboard and joystick functions as well as automate pretty much anything!";"<h2 class=""Heading"">From the authors:<br /></h2><p class=""size110"">AutoHotkey is a free, open-source utility for Windows. With it, you can:</p> <ul class=""size110""><li>Automate almost anything by sending keystrokes and mouse clicks. You can write a <a href=""/web/20130727181048/http://www.autohotkey.com/docs/misc/Macros.htm"">mouse or keyboard macro</a> by hand or use the macro recorder.</li><li>Create <a href=""/web/20130727181048/http://www.autohotkey.com/docs/Hotkeys.htm"">hotkeys</a> for keyboard, joystick, and mouse. Virtually any key, button, or combination can become a hotkey.</li><li><a href=""/web/20130727181048/http://www.autohotkey.com/docs/Hotstrings.htm"">Expand abbreviations</a> as you type them. For example, typing ""btw"" can automatically produce ""by the way"".</li><li>Create custom data entry forms, user interfaces, and menu bars. See <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/Gui.htm"">GUI</a> for details.</li><li><a href=""/web/20130727181048/http://www.autohotkey.com/docs/misc/Remap.htm"">Remap</a> keys and buttons on your keyboard, joystick, and mouse.</li><li>Respond to signals from hand-held remote controls via the <a href=""/web/20130727181048/http://www.autohotkey.com/docs/scripts/WinLIRC.htm"">WinLIRC client script</a>.</li><li>Run existing AutoIt v2 scripts and enhance them with <a href=""/web/20130727181048/http://www.autohotkey.com/docs/AutoIt2Users.htm"">new capabilities</a>.</li><li>Convert any script into an <a href=""/web/20130727181048/http://www.autohotkey.com/docs/Scripts.htm#ahk2exe"">EXE file</a> that can be run on computers that don't have AutoHotkey installed.</li></ul> <p class=""size110"">Getting started might be easier than you think. Check out the <a href=""/web/20130727181048/http://www.autohotkey.com/docs/Tutorial.htm"">quick-start tutorial</a>.<br /><br /></p><h2 class=""Heading"">OATS Comments:</h2><p>This is a fantastic resource for assistive technology!  It really unleashes the power of your PC and helps set it up to your exact requirements.  It's a bit technical to get into, but once into it it is easy - there are some great examples too.</p><p><br /></p><h2 class=""Heading"">More About Hotkeys</h2>  <p>AutoHotkey unleashes the full potential of your keyboard, joystick, and mouse. For example, in addition to the typical Control, Alt, and Shift modifiers, you can use the Windows key and the Capslock key as modifiers. In fact, you can make any key or mouse button act as a modifier. For these and other capabilities, see <a href=""/web/20130727181048/http://www.autohotkey.com/docs/HotkeyFeatures.htm"">Advanced Hotkeys</a>.</p>  <h3 class=""Subheading"">Other Features</h3>  <ul><li class=""li2"">Change the volume, mute, and other <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/SoundSet.htm"">settings</a> of any soundcard.</li><li class=""li2"">Make any window <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/WinSet.htm#trans"">transparent</a>, <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/WinSet.htm#AlwaysOnTop"">always-on-top</a>, or alter its <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/WinSet.htm#region"">shape</a>.</li><li class=""li2""> Use a <a href=""/web/20130727181048/http://www.autohotkey.com/docs/scripts/JoystickMouse.htm"">joystick</a> or <a href=""/web/20130727181048/http://www.autohotkey.com/docs/scripts/NumpadMouse.htm"">keyboard</a> as a mouse.</li><li class=""li2""><a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/SetTimer.htm"">Monitor</a> your system. For example, close unwanted windows the moment they appear.</li><li class=""li2"">Retrieve and change the <a href=""/web/20130727181048/http://www.autohotkey.com/docs/misc/Clipboard.htm"">clipboard's contents</a>, including file names copied from an Explorer window.</li><li class=""li2""><a href=""/web/20130727181048/http://www.autohotkey.com/docs/misc/Override.htm"">Disable or override</a> Windows' own shortcut keys such as Win+E and Win+R.</li><li class=""li2"">Alleviate RSI with substitutes for <a href=""/web/20130727181048/http://www.autohotkey.com/docs/Hotkeys.htm#alttab"">Alt-Tab</a> (using keys, mouse wheel, or buttons).</li><li class=""li2"">Customize the <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/Menu.htm"">tray icon menu</a> with your own icon, tooltip, menu items, and submenus.</li><li class=""li2"">Display <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/MsgBox.htm"">dialog boxes</a>, <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/ToolTip.htm"">tooltips</a>, <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/TrayTip.htm"">balloon tips</a>, and <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/Menu.htm"">popup menus</a> to interact with the user.</li><li class=""li2"">Perform scripted actions in <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/OnExit.htm#logoff"">response</a> to system shutdown or logoff.</li><li class=""li2"">Detect how long the user has been <a href=""/web/20130727181048/http://www.autohotkey.com/docs/Variables.htm#TimeIdle"">idle</a>. For example, run CPU intensive tasks only when the user is away.</li><li class=""li2"">Automate game actions by detecting <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/ImageSearch.htm"">images</a> and <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/PixelGetColor.htm"">pixel colors</a>.</li><li class=""li2""><a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/LoopReadFile.htm"">Read</a>, <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/FileAppend.htm"">write</a>, and <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/LoopParse.htm"">parse</a> text files more easily than in other languages.</li><li class=""li2"">Perform operation(s) upon a set of files that match a <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/LoopFile.htm"">wildcard pattern</a>.</li><li class=""li2"">Work with the <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/RegRead.htm"">registry</a> and <a href=""/web/20130727181048/http://www.autohotkey.com/docs/commands/IniRead.htm"">INI files</a>.</li></ul>";"help-http://www.autohotkey.com/docs/,contact_address-mailto:support@autohotkey.com,project_home_page-http://www.autohotkey.com/,support-http://www.autohotkey.com/forum/";Computer Automation,Other function,Using the Mouse,Alternative Access,Other need;http://www.autohotkey.com/download/
